t(ms) deslocamento_encoders(mm) deslocamento_acelerometro_Y(mm) erro_deslocamento_acelerometro(%) desloc_angular_encoders(rad) desloc_angular_giroscopio_Z(rad) erro_desloc_angular_giroscopio(%) acel_encoders(m/s^2) acel_acelerometro_Y(m/s^2) erro_acel_acelerometro(%) vel_angular_encoders(rad/s) vel_angular_giroscopio_Z(rad/s) erro_vel_angular_giroscopio(%) posicao_encoders_X(mm) posicao_encoders_Y(mm) posicao_acelgiro_X(mm) posicao_acelgiro_Y(mm) erro_posicao_acelgiro(mm) angulo_encoders(rad) angulo_giroscopio(rad) erro_angulo_giro(%)
4988147 0 -1 100.000000 0.000000 0.001479 100.000000 0.000000 -0.086191 Infinity 0.000000 0.014789 100.000000 0 0 -1 0 1.000000 0.000000 0.001479 100.000000
4988247 0 -2 100.000000 0.000000 0.001519 100.000000 0.000000 -0.098162 Infinity 0.000000 0.015188 100.000000 0 0 -3 0 3.000000 0.000000 0.002998 100.000000
4988347 0 -2 100.000000 0.000000 0.001839 100.000000 0.000000 -0.057461 Infinity 0.000000 0.018386 100.000000 0 0 -5 0 5.000000 0.000000 0.004836 100.000000
4988447 0 -3 100.000000 0.000000 0.001599 100.000000 0.000000 -0.069432 Infinity 0.000000 0.015988 100.000000 0 0 -8 0 8.000000 0.000000 0.006435 100.000000
4988547 0 -4 100.000000 -0.000000 0.001506 100.000000 0.000000 -0.083797 Infinity -0.000000 0.015055 100.000000 0 0 -12 0 12.000000 0.000000 0.007941 100.000000
4988647 -8 -5 36.553658 0.022857 0.001452 93.646530 -0.800000 -0.112527 85.934067 0.228571 0.014522 93.646530 -8 0 -17 0 9.000000 0.022857 0.009393 58.906490
4988747 -4 -6 47.841942 -0.004000 0.001559 138.970139 0.400000 -0.083797 120.949265 -0.040000 0.015588 138.970139 -12 0 -23 0 11.000000 0.018857 0.010952 41.923286
4988847 2 -7 442.370789 0.000000 0.001719 Infinity 0.600000 -0.093374 115.562317 0.000000 0.017187 100.000000 -10 0 -30 0 20.000000 0.018857 0.012670 32.809059
4988947 2 -8 489.057770 0.000000 0.001359 Infinity 0.000000 -0.093374 Infinity 0.000000 0.013590 100.000000 -8 0 -38 0 30.000000 0.018857 0.014029 25.602457
4989047 -2 -9 340.533081 0.005000 0.001519 69.623276 -0.400000 -0.102951 74.262329 0.050000 0.015188 69.623276 -10 0 -47 0 37.000000 0.023857 0.015548 34.828381
4989147 -1 -9 788.248718 0.007500 0.001426 80.992340 0.100000 -0.007183 107.182610 0.075000 0.014256 80.992340 -11 0 -56 0 45.000000 0.031357 0.016974 45.869873
