t(ms) deslocamento_encoders(mm) deslocamento_acelerometro_Y(mm) erro_deslocamento_acelerometro(%) desloc_angular_encoders(rad) desloc_angular_giroscopio_Z(rad) erro_desloc_angular_giroscopio(%) acel_encoders(m/s^2) acel_acelerometro_Y(m/s^2) erro_acel_acelerometro(%) vel_angular_encoders(rad/s) vel_angular_giroscopio_Z(rad/s) erro_vel_angular_giroscopio(%) posicao_encoders_X(mm) posicao_encoders_Y(mm) posicao_acelgiro_X(mm) posicao_acelgiro_Y(mm) erro_posicao_acelgiro(mm) angulo_encoders(rad) angulo_giroscopio(rad) erro_angulo_giro(%)
201410591 0 -124767 100.000000 0.000000 0.018253 100.000000 0.000000 0.270545 Infinity 0.000000 0.018253 100.000000 -585 -342 -206750 -456470 500556.437500 -5.165423 -5.088948 1.480520
201411591 0 -124556 100.000000 0.000000 0.017453 100.000000 0.000000 0.210690 Infinity 0.000000 0.017453 100.000000 -585 -342 -252552 -572299 624997.750000 -5.165423 -5.071495 1.818406
201412591 0 -124297 100.000000 0.000000 0.017853 100.000000 0.000000 0.258574 Infinity 0.000000 0.017853 100.000000 -585 -342 -296235 -688668 749133.937500 -5.165423 -5.053642 2.164026
201413591 0 -124101 100.000000 0.000000 0.020784 100.000000 0.000000 0.196325 Infinity 0.000000 0.020784 100.000000 -585 -342 -337768 -805613 873014.187500 -5.165423 -5.032858 2.566392
201414591 0 -123890 100.000000 0.000000 0.019319 100.000000 0.000000 0.210690 Infinity 0.000000 0.019319 100.000000 -585 -342 -376795 -923196 996590.937500 -5.165423 -5.013539 2.940390
201415591 0 -123620 100.000000 0.000000 0.019185 100.000000 0.000000 0.270545 Infinity 0.000000 0.019185 100.000000 -585 -342 -413463 -1041252 1119804.375000 -5.165423 -4.994354 3.311804
201416591 0 -123428 100.000000 0.000000 0.020384 100.000000 0.000000 0.191536 Infinity 0.000000 0.020384 100.000000 -585 -342 -447806 -1159806 1242724.125000 -5.165423 -4.973970 3.706434
201417591 16 -123205 770134.375000 -0.080000 0.021717 127.145859 0.016000 0.222661 1291.629639 -0.080000 0.021717 127.145859 -578 -328 -479668 -1278820 1365309.125000 -5.245423 -4.952253 5.589054
201418591 40 -122277 305791.343750 -0.090000 0.026513 129.458908 0.024000 0.928950 3770.626465 -0.090000 0.026513 129.458923 -558 -294 -508717 -1397596 1486835.000000 -5.335423 -4.925740 7.678543
201419591 42 -121328 288977.250000 -0.083494 0.007727 109.255051 0.002000 0.948104 47305.183594 -0.083494 0.007727 109.255051 -533 -260 -534407 -1516174 1607176.625000 -5.418917 -4.918013 9.243629
201420591 42 -122178 291000.937500 -0.078434 0.014789 118.854973 0.000000 -0.849942 Infinity -0.078434 0.014789 118.854973 -506 -228 -559353 -1635779 1728391.375000 -5.497351 -4.903224 10.807509
201421591 42 -122904 292728.187500 -0.083494 0.026779 132.073547 0.000000 -0.725443 Infinity -0.083494 0.026779 132.073547 -476 -198 -582665 -1756452 1850235.625000 -5.580845 -4.876444 12.621755
201422591 42 -121611 289649.906250 -0.080000 0.018652 123.315468 0.000000 1.292869 Infinity -0.080000 0.018652 123.315468 -444 -171 -602527 -1876430 1970495.250000 -5.660845 -4.857792 14.186096
201423591 43 -120447 280210.187500 -0.078412 0.006795 108.665527 0.001000 1.163582 116257.960938 -0.078412 0.006795 108.665527 -409 -146 -619979 -1995606 2089432.375000 -5.739256 -4.850997 15.476908
201424591 43 -121075 281669.000000 -0.080000 0.020917 126.146629 0.000000 -0.627281 Infinity -0.080000 0.020917 126.146629 -372 -124 -636707 -2115519 2209031.000000 -5.819256 -4.830080 16.998335
